title,overview,genres,rating
Let's Go To Rose Motel,"Seong-soo hasn't had any physical contact with his girlfriend yet after 6 months of being together so he's always excited to see her. One day, Seong-soo succeeds in getting Min-ae into Rose Motel. When he is about to shower, Seong-soo discovers a small hole in the wall leading to the next room and watches the couple next door having intercourse. Seong-soo continues to watch out of curiosity but realizes he just watched celebrity Sara giving sexual favors to a big shot politician...","Drama, Romance",4.0
God of Gamblers' Return,"Ko Chun, the God of Gamblers,  vows to keep his identity hidden while looking for the gangsters who murdered his pregnant wife.","Action, Comedy",6.6
Da 5 Bloods,Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,"War, Drama",6.5
Raise the Red Lantern,"In 1920s China, 19-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",Drama,7.928
Jackass: The Movie,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.","Comedy, Documentary, Action",6.3
F Marry Kill,"When true-crime junkie Eva Vaugh is shoved into the dating app world by her besties on her 30th birthday, she suddenly finds herself at the center of a real-life murder case. As new details about the murders are revealed on her favorite podcast, she realizes that one of the three men she’s dating could be the infamous ""Swipe Right Killer"" terrorizing the city.","Horror, Comedy, Thriller",5.974
Invasion,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Navy recruits must figure out what is the right thing to do.","Action, Drama, Thriller",4.6
A Lot Like Love,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?","Comedy, Drama, Romance",6.8
A Little Something Extra,"To escape the police, a father and his son are forced to find refuge in a summer camp for young adults with mental disabilities, taking on the role of an educator and a boarder. The beginning of troubles and a wonderful human experience that will change them forever.",Comedy,7.118
Rorschach,"Luke Anthony comes to a village in search of his wife Sophia, who got lost in a nearby forest while traveling through the countryside. But, as the search operation progresses, doubts crop up on whether the woman has actually gone missing or even whether she is a figment of his imagination.","Thriller, Action",6.769
Don,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.","Action, Drama, Thriller",6.9
Akeelah and the Bee,"11-year-old Akeelah Anderson has a way with words. After winning her schoolwide spelling bee, she decides to enter the competition, despite her classmates' derision and the antipathy of her mother Tanya. Thanks to the efforts of her teacher Dr. Larabee, she reaches the finala. As she gets to know her fellow competitors, Akeelah realizes that coming first isn't everything in life.",Drama,7.068
Apostle,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.","Horror, Mystery, Drama, Fantasy",6.1
The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.","Action, Adventure, Drama",6.154
Hostage,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.","Action, Thriller, Crime",6.3
The Kitchen,"The mobster husbands of three 1978 Hell's Kitchen housewives are sent to prison by the FBI. Left with little but a sharp ax to grind, the ladies take the Irish mafia's matters into their own hands — proving unexpectedly adept at everything from running the rackets to taking out the competition… literally.","Action, Crime, Drama",6.1
Chalet Girl,"While working a job at an exclusive ski resort to support her Dad, Kim learns to snowboard and is so good at it that she enters a competition with a huge cash prize. She has to dig deep to overcome her fears, but her life gets more complicated through her spoken-for boss, Jonny.","Comedy, Romance",6.4
Monster's Ball,A prison guard begins a tentative romance with the unsuspecting widow of a man whose execution he presided over.,"Drama, Romance",6.759
Look Who's Back,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",Comedy,6.774
Dreamland,"Amid the dust storms and economic depression of Dust Bowl Era Oklahoma, Eugene Evans finds his family farm on the brink of foreclosure. Discovering fugitive bank robber Allison Wells hiding in his small town, he is torn between claiming the bounty on her head and his growing attraction to the seductive criminal.","Drama, Thriller",5.9
The Rifleman of the Voroshilov Regiment,"A very typical post-Soviet era storyline. A bunch of vagabonds lured an innocent teenage girl to their apartment, offered her a drink, intimidated, then gang raped her. Local cops are incapable to undertake an adequate actions against the scoundrels - prevented by the superior chief of the local police, who is the dad of one of the scumbags. The case is closed. The girl's granddad tired of an endless circumlocution decides to take revenge in his own hands.","Drama, Action, Crime",7.2
"I, Madman",A bookshop clerk starts seeing the disfigured killer from her favorite 1950s pulp novels come to life and start killing people around her.,"Horror, Thriller",5.8
Gigli,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.","Comedy, Crime, Drama, Romance",4.049
Dark Star,"A group of scientists are sent on a mission to destroy unstable planets. Twenty years into their mission, they have to battle their alien mascot as well as a ""sensitive"" and intelligent bombing device that starts to question the meaning of its existence.","Comedy, Science Fiction",5.939
Project Gutenberg,"The Hong Kong police is hunting a counterfeiting gang led by a mastermind code-named ""Painter"" . The gang possesses exceptional counterfeiting skills which makes it difficult to distinguish the authenticity of its counterfeit currency. The scope of their criminal activities extends globally and greatly attracts the attention of the police. In order to crack the true identity of ""Painter"", the police recruits a painter named Lee Man to assist in solving the case.","Action, Crime, Mystery",7.1
The Way Back,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",Drama,6.658
83,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.","Drama, History",7.2
Fever Dream,"A retired football star, notorious and oppressed by the media, cooperates with his daughter in an opportunity to take revenge on the social media portal. The more they dive into the dream of fame and stardom, the greater their involvement.",Comedy,7.0
13 Minutes,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.","Action, Drama, Thriller",5.896
Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.","Science Fiction, Thriller",7.3
Centigrade,"A young American couple travel to the arctic mountains of Norway. After pulling over during a snowstorm, they wake up trapped in their SUV, buried underneath layers of snow and ice.",Thriller,5.8
Wolfgang,"Wolfgang, a 9-year-old boy with an IQ of 125, is forced to live with his father, Carles, whom he has never seen, after the sudden death of his mother. He has one obsession, to run away to Paris to study at the Grimald Academy and become the best pianist in the world. But what Wolfgang doesn’t know is that the biggest challenge is right in front of him and that is to get along with his father.","Family, Drama, Music",6.7
Lou,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,"Action, Thriller",6.5
Gambit,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.","Comedy, Crime",5.5
Gadar: Ek Prem Katha,"Amongst the communal riots that erupt in the city, Tara shelters a wayward Sakina from a crazed mob and a bond that blossoms into love is created. The two eventually get married and have a son. The happy family, now living in Amritsar, gets the shock of their lives when Sakina learns that her father (Amrish Puri), whom she previously believed died in the riots back in Amritsar, is still alive after seeing his picture in a tattered, old newspaper. Upon contacting him, Sakina's father, now the mayor of Lahore in Pakistan, arranges for his daughter to arrive in Lahore to see him. Sakina leaves for Lahore minus Tara and her son, and upon reaching the city, learns of her father's plans for her - plans that include forcing Sakina to forget about her family and start life anew in Pakistan. Then begins an extraordinary journey which will lead Tara to cross the border into Pakistan to find his love Sakina","Action, Drama, Romance, History",6.7
Who's Afraid of Virginia Woolf?,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.",Drama,7.724
Inside Llewyn Davis,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.","Drama, Music",7.19
Ammu,"Ammu's thought marriage was a fairy tale – full of love and magic, ends when her cop-husband Ravi hit her for the very first time. What Ammu thought was a one-off incident soon turned into a never-ending cycle of abuse, trapping her and breaking her soul and spirit. Pushed to her limits, Ammu teams up with an unlikely ally to break free.",Drama,8.1
Deaf President Now!,"Discover the story of the greatest civil rights movement most people have never heard about. During eight tumultuous days in 1988 at the world's only Deaf university, four students must find a way to lead a revolution—and change the course of history.",Documentary,7.0
Eurovision Song Contest: The Story of Fire Saga,"Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.","Comedy, Music",6.4
Stoker,"After India Stoker's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.","Drama, Horror, Thriller",6.6
The Mission,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.","Adventure, Drama, Action, History",7.399
Kamen Rider Revice the Movie: Battle Familia,"The Igarashi siblings travel to the forbidden Area 666 to rescue airjacking victims (including their parents!) from the dangerous criminal known as Azuma, who wishes to judge the fate of humanity himself.","Action, Science Fiction, Fantasy",7.0
Counterattack,Security expert Lu Zi Ming is hired to work at an oil and gas plant project bidding event. He is framed by several of the parties involved. In order to prove his innocence he must now devise the ultimate counter-attack.,"Action, Mystery, Thriller",6.2
Gyo: Tokyo Fish Attack,"To celebrate their graduation from university Kaori and her two friends visit Okinawa in southern Japan for a short vacation. At the vacation house, provided by Tadashi's uncle, a numbing stench awaits the girls, and can be traced to a horrendously deformed, legged fish that Kaori kills. More and more of these creatures appear and portend a horrific change for the animal life in the area. A phone call from Kaori's fiancé Tadashi in Tokyo quickly shows the scope of this epidemic, when he is also attacked by these mechanized fish. Kaori immediately sets out on an perilous voyage to find out what happened to Tadashi, helped by Shirakawa — a videographer in search of the truth behind all this...","Animation, Horror",5.361
Ae Dil Hai Mushkil,"Ayan falls in love with his soulmate, Alizeh, but she doesn’t reciprocate the feeling. Later, a relationship with Saba helps him realize Alizeh’s value in his life, irrespective of their relationship status.","Romance, Drama",6.422
Chemical Hearts,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.","Drama, Romance",7.329
Eungyo,"A reclusive elderly poet feels the fire of his youth when gamine schoolgirl Eun-gyo enters his life, to the chagrin of the old man's assistant.","Drama, Romance",6.9
The Ward,"Kristen, a troubled young woman, is captured by the police after burning down a farmhouse and is locked in the North Bend Psychiatric Hospital. Soon, she begins to suspect that the place has a dark secret at its core and she's determined to find out what it is.","Horror, Mystery, Thriller",5.8
Chandramukhi 2,"A wealthy family moves into the Vettaiyapuram palace to renovate their ancestral temple and perform a pooja, unaware of that it will reawaken the feud between a classical dancer, Chandramukhi and Vettaiyan Raja from centuries ago.","Comedy, Horror, Drama",3.2
Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.","Comedy, Romance",6.637
Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.","Comedy, Romance",6.637
Dream Big: Engineering Our World,"Narrated by Academy Award® winner Jeff Bridges, DREAM BIG: Engineering Our World is a first film of its kind for IMAX® and giant screen theaters that will transform how we think about engineering. From the Great Wall of China and the world's tallest buildings to underwater robots, solar cars and smart, sustainable cities, DREAM BIG celebrates the human ingenuity behind engineering marvels big and small, and shows how engineers push the limits of innovation in unexpected and amazing ways. With its inspiring stories of human grit and aspiration, and extraordinary visuals for the world's largest screens, DREAM BIG reveals the compassion and creativity that drive engineers to create better lives for people and a more sustainable future for us all. DREAM BIG is a MacGillivray Freeman film produced in partnership with American Society of Civil Engineers and presented by Bechtel Corporation.",Documentary,6.2
The Farm,"The young couple Nora and Alec are on their way back from a long road trip. In a  desert town they want to take a break, but when they wake up the next morning, they are no longer in the motel where they had actually checked in. Overnight, the by a group of crazed killers wearing animal masks, have been abducted.  What would happen if people were treated like cattle for slaughter? On the farm, this horrific idea comes true. As Nora and Alec soon find out, they are not the only ones locked in cages, fattened up and fed only to be slaughtered, disemboweled and eaten as a delicacy by their torturers. For the young couple begins a fight for bare survival.",Horror,5.4
No,"In 1988, Chilean military dictator Augusto Pinochet, due to international pressure, is forced to call a plebiscite on his presidency. The country will vote ‘Yes’ or ‘No’ to Pinochet extending his rule for another eight years. Opposition leaders for the ‘No’ vote persuade a brash young advertising executive, René Saavedra, to spearhead their campaign. Against all odds, with scant resources and while under scrutiny by the despot’s minions, Saavedra and his team devise an audacious plan to win the election and set Chile free.","Drama, History",7.181
Asterix at the Olympic Games,"Astérix and Obélix have to win the Olympic Games in order to help their friend Alafolix marry Princess Irina. Brutus uses every trick in the book to have his own team win the game, and get rid of his father Julius Caesar in the process.","Fantasy, Adventure, Comedy, Family",5.217
Chinese Erotic Ghost Story,Chu is a lowly debt collector for the local strongman Wang. Problem is that Chu is too nice/honest/dopey to be very good at the grubby collections job. Chu is treated badly by his boss Wang. Eventually Wang catches one of his twin daughters in the act of seducing the hapless bumpkin Chu. Wang naturally blames Chu rather than the daughter. For punishment Wang sends Chu on an impossible quest to Satan's Temple to steal a statue of Judge Lu.,Fantasy,6.083
My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""","Romance, Comedy",5.986
Gangs of Wasseypur - Part 2,"After the death of his father and brother Danish, Faizal Khan vows to take revenge by destroying Ramadhir Singh's gang.","Crime, Thriller, Action",7.8
The Handmaid's Tale,"In a dystopian, polluted right-wing religious tyranny, a young woman is put in sexual slavery on account of her now rare fertility.","Drama, Science Fiction",6.2
Reign Over Me,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,Drama,7.2
Jawani Phir Nahi Ani,"The movie revolves around three childhood friends, who are married and settled in their lives but are afraid of their wives.","Romance, Adventure, Comedy, Music",6.9
Uppercut,"When Elliott, a tough ex-boxing champion, accepts the challenge to train Toni, the two mismatched characters form an unlikely alliance. Their sparring and Elliott's keen insights show the resilient young fighter that real strength comes from the challenges you overcome when life throws its biggest punches your way.","Drama, Thriller",3.9
Before Dawn,"After leaving his family's sheep farm in the Australian outback, a young man joins his countrymen on the western front of World War I with hopes of helping expedite an end to the bloody conflict. But as war rages on, he is forced to grapple with the brutal realities of trench warfare, including a near-constant battle to keep himself alive—without leaving another man behind. Inspired by the real-life diary entries of local ANZACs, the feature film details the untold story of some of Australia’s greatest military victories.","War, Drama, History",6.9
Taxi 2,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,"Action, Comedy, Adventure, Crime",6.3
The Spirit,"A Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City.  The Octopus, who kills anyone unfortunate enough to see his face, has other plans; he is going to wipe out the entire city.","Crime, Thriller, Fantasy, Action",4.8
My Lovely Angel,"A life-changing story of a man who has lived as a loner his entire life. Jae Shik begins to live together with a child with a hearing-visual disability, as they change each other's lives and try to find a way to communicate.",Drama,7.5
Battle in Outer Space,"In 1965, the space station JSS-3 is destroyed by a fleet of UFOs, which then begin a global siege on Earth, using rays to manipulate gravity and control the minds of men. In response, a global council meeting is held to determine the source of the attacks and prepare a rocket ship armada for a counter-attack, a true battle in outer space. . .  The film is a sequel of sorts to Toho's THE MYSTERIANS in the reprise of the Etsuko Shiraishi character of that film as its heroine.  It was edited to 74 minutes for its American release.","Science Fiction, Action",5.8
The Wicker Man,"Police sergeant Neil Howie is called to an island village in search of a missing girl whom the locals claim never existed. Stranger still, however, are the rituals that take place there.",Horror,7.3
Push,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.","Science Fiction, Action, Adventure, Thriller",6.139
Return to Silent Hill,"When a mysterious letter calls James back to Silent Hill in search of his one truelove, he finds a once-recognizable town transformed by an unknown evil. As James descends deeper into the darkness, he encounters terrifying figures both familiar and new and begins to question his own sanity as he struggles to make sense of reality and hold on long enough to save his lost love.","Horror, Mystery",0.0
Return to Silent Hill,"When a mysterious letter calls James back to Silent Hill in search of his one truelove, he finds a once-recognizable town transformed by an unknown evil. As James descends deeper into the darkness, he encounters terrifying figures both familiar and new and begins to question his own sanity as he struggles to make sense of reality and hold on long enough to save his lost love.","Horror, Mystery",0.0
Day of the Outlaw,"Blaise Starrett is a rancher at odds with homesteaders when outlaws hold up the small town. The outlaws are held in check only by their notorious leader, but he is diagnosed with a fatal wound and the town is a powder keg waiting to blow.",Western,6.8
Muromachi Burai,"Set in war-torn 15th century Kyoto, on the eve of the Onin War, the movie centers on a band of outlaws led by Hyoe (Oizumi) a scoundrel whose lethal sword skills place him at the tip of the spear in a deadly uprising against the corrupt Shogunate and its army, led by former friend-turned-archrival, Doken (Tsutsumi).","Action, Drama",9.3
Murder in the First,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.","Crime, Drama",7.2
Akeelah and the Bee,"11-year-old Akeelah Anderson has a way with words. After winning her schoolwide spelling bee, she decides to enter the competition, despite her classmates' derision and the antipathy of her mother Tanya. Thanks to the efforts of her teacher Dr. Larabee, she reaches the finala. As she gets to know her fellow competitors, Akeelah realizes that coming first isn't everything in life.",Drama,7.068
Apostle,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.","Horror, Mystery, Drama, Fantasy",6.1
The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.","Action, Adventure, Drama",6.154
The Kitchen,"The mobster husbands of three 1978 Hell's Kitchen housewives are sent to prison by the FBI. Left with little but a sharp ax to grind, the ladies take the Irish mafia's matters into their own hands — proving unexpectedly adept at everything from running the rackets to taking out the competition… literally.","Action, Crime, Drama",6.1
Chalet Girl,"While working a job at an exclusive ski resort to support her Dad, Kim learns to snowboard and is so good at it that she enters a competition with a huge cash prize. She has to dig deep to overcome her fears, but her life gets more complicated through her spoken-for boss, Jonny.","Comedy, Romance",6.4
Look Who's Back,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",Comedy,6.774
Dreamland,"Amid the dust storms and economic depression of Dust Bowl Era Oklahoma, Eugene Evans finds his family farm on the brink of foreclosure. Discovering fugitive bank robber Allison Wells hiding in his small town, he is torn between claiming the bounty on her head and his growing attraction to the seductive criminal.","Drama, Thriller",5.9
The Rifleman of the Voroshilov Regiment,"A very typical post-Soviet era storyline. A bunch of vagabonds lured an innocent teenage girl to their apartment, offered her a drink, intimidated, then gang raped her. Local cops are incapable to undertake an adequate actions against the scoundrels - prevented by the superior chief of the local police, who is the dad of one of the scumbags. The case is closed. The girl's granddad tired of an endless circumlocution decides to take revenge in his own hands.","Drama, Action, Crime",7.2
"I, Madman",A bookshop clerk starts seeing the disfigured killer from her favorite 1950s pulp novels come to life and start killing people around her.,"Horror, Thriller",5.8
Don't Look Now... We're Being Shot At!,"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops – and the consequences of their own blunders.","Comedy, War",7.929
Project Gutenberg,"The Hong Kong police is hunting a counterfeiting gang led by a mastermind code-named ""Painter"" . The gang possesses exceptional counterfeiting skills which makes it difficult to distinguish the authenticity of its counterfeit currency. The scope of their criminal activities extends globally and greatly attracts the attention of the police. In order to crack the true identity of ""Painter"", the police recruits a painter named Lee Man to assist in solving the case.","Action, Crime, Mystery",7.1
The Way Back,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",Drama,6.658
Dark Star,"A group of scientists are sent on a mission to destroy unstable planets. Twenty years into their mission, they have to battle their alien mascot as well as a ""sensitive"" and intelligent bombing device that starts to question the meaning of its existence.","Comedy, Science Fiction",5.939
83,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.","Drama, History",7.2
Fever Dream,"A retired football star, notorious and oppressed by the media, cooperates with his daughter in an opportunity to take revenge on the social media portal. The more they dive into the dream of fame and stardom, the greater their involvement.",Comedy,7.0
A Christmas Story,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.","Comedy, Family",7.23
Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.","Science Fiction, Thriller",7.3
Centigrade,"A young American couple travel to the arctic mountains of Norway. After pulling over during a snowstorm, they wake up trapped in their SUV, buried underneath layers of snow and ice.",Thriller,5.8
Mr. Vampire II,"Chaos ensues after a team of archaeologists accidentally breaks the seals of a sleeping vampire family, which prevent them from waking up.","Horror, Action, Comedy",5.7
The Breadwinner,"A headstrong young girl in Afghanistan, ruled by the Taliban, disguises herself as a boy in order to provide for her family.","Animation, War, Drama, Family",7.822
The Bunker,Dramatization depicting the events surrounding Adolf Hitler's last weeks in and around his underground bunker in Berlin before and during the battle for the city.,"War, Drama",6.235
Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,"Animation, Comedy, Adventure, Family, Science Fiction",5.7
The Goldfinger,"In 1970s Hong Kong, the Independent Commission Against Corruption (ICAC) was formed to bring down the corruption syndicate led by British government officials. One of its top investigators is Senior Investigator Lau Kai-Yuen, who brought down countless corrupted officials. Just as he thought stability and prosperity are within reach, a new era of greed and riches takes him into a new battlefield of corruption.","Crime, Drama",6.1
Teen Titans: The Judas Contract,Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?,"Science Fiction, Animation, Action",7.4
That's Roman Porno: Smile of Goddesses,A documentary compilation that shows various clips from the Roman Porno series of movies from 1971 to 1988.,Documentary,3.8
Toy Story That Time Forgot,"During a post-Christmas play date, the gang find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. It's all up to Trixie, the triceratops, if the gang hopes to return to Bonnie's room in this Toy Story That Time Forgot.","Animation, Family, Adventure, Comedy",7.0
The Secret of NIMH,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.","Family, Animation, Fantasy, Adventure, Drama, Mystery, Science Fiction",7.4
Killing Romance,"Hwang Yeo-rae, a once-popular actress, faces a turbulent marriage and yearns for her old career. When she moves in next to Kim Beom-woo, her biggest fan, a desperate plan to regain her freedom and revive her career unfolds.","Thriller, Comedy",6.4
Bad Samaritan,"A thief makes a disturbing discovery in the house where he breaks in. Later, when he returns to the same house with his partner in crime, things are no longer how he expected.","Thriller, Crime, Horror, Drama",6.7
Major League,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate—but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",Comedy,6.9
Damage,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,"Drama, Romance",6.602
Zola,"A waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to Florida to seek their fortune at a high-end strip club.","Comedy, Crime",6.2
Big Miracle,A small-town news reporter and a Greenpeace volunteer enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle.,"Adventure, Drama, Romance, Fantasy",6.7
One on One,"On May 9th, a female high school student was brutally murdered. There are 7 suspects and 7 shadows that terrorize them. Who are they and which one of them is you?","Drama, Crime",6.1
Jaanwar,"Sultan (Shakti Kapoor) adopted an orphan and named him Badshah (Akshay Kumar). Badshah grows up to be a criminal and his life was made difficult by Inspector Pradhan (Ashish Vidyarthi). Badshah's sidekick is Abdul (Ashutosh Rana). The only hope in Badshah's life is Sapna (Karisma Kapoor), whom he incidentally met. But circumstances lead Badshah to commit murder in public. During this experience, a child clangs to him and he took the child to Sapna. Before he could explain anything, Pradhan gets there and Badshah had to escape. He changed his name to Babu Lohar and becomes a blacksmith and loving father, to give the child a good future. However, after 7 years, he sees Abdul and Sultan again. Pradhan is still after him. When the child's parents find out about him, they ask Babu to return their child. Will he let the child go? Will the child go with his parents?",Action,6.3
Hard Sun,"After the death of her parents, a young woman assumes primary guardianship of her special needs brother. But as she attempts to balance her new life with her brother and her own blossoming romance, it becomes painfully clear that life will only make room for one.","Romance, Drama",5.2
Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,"Action, Comedy, Crime",6.412
Fast & Furious Presents: Hobbs & Reyes,A spin-off of the Fast & Furious franchise focusing on former DSS agent Luke Hobbs and his feud with Dante Reyes.,Action,0.0
Lights Out,"A drifting ex-soldier turns underground fighter with the help of a just-released ex-con, pitting him against corrupt cops and hired killers now gunning for him and all those he cares about.",Action,7.0
Out for Justice,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,"Action, Crime, Drama, Thriller",6.1
Stopmotion,"Ella Blake, a stop-motion animator struggling to control her demons after the loss of her overbearing mother, embarks upon the creation of a film that becomes the battleground for her sanity. As Ella’s mind starts to fracture, the characters in her project take on a life of their own.","Horror, Animation",6.3
The Mad Women's Ball,A woman who is unfairly institutionalized at a Paris asylum plots to escape with the help of one of its nurses. Based on the novel 'Le bal des folles' by Victoria Mas.,"Thriller, Drama, History",7.1
The Secret Kingdom,"Verity and Peter’s trip to the old family mansion takes a turn when the floor of their room suddenly gives way and they fall into an underground chamber where they are met by a civilization of creatures. The leader tells them that Peter's arrival was foretold as he’s the one who can use Great Clock of the Citadel to restart time and destroy the Shroud, a malevolent creature who feeds on fear itself...","Adventure, Family, Fantasy",6.4
